index,date,drawdown,drawdown
KOPSI200,2017-04-15,-0.023005919,-2.300591883
KOPSI200,2017-04-17,-0.020222661,-2.022266065
KOPSI200,2017-04-18,-0.019764656,-1.976465614
KOPSI200,2017-04-19,-0.02589487,-2.589487035
KOPSI200,2017-04-20,-0.021420519,-2.14205186
KOPSI200,2017-04-21,-0.013352593,-1.335259301
KOPSI200,2017-04-22,-0.013352593,-1.335259301
KOPSI200,2017-04-24,-0.00662345,-0.662344983
KOPSI200,2017-04-25,0,0
KOPSI200,2017-04-26,0,0
KOPSI200,2017-04-27,0,0
KOPSI200,2017-04-28,-0.000452426,-0.04524257
KOPSI200,2017-04-29,-0.000452426,-0.04524257
KOPSI200,2017-05-01,-0.000452426,-0.04524257
KOPSI200,2017-05-02,0,0
KOPSI200,2017-05-03,0,0
KOPSI200,2017-05-04,0,0
KOPSI200,2017-05-05,0,0
KOPSI200,2017-05-06,0,0
KOPSI200,2017-05-08,0,0
KOPSI200,2017-05-09,0,0
KOPSI200,2017-05-10,-0.012239045,-1.223904489
KOPSI200,2017-05-11,-0.000366838,-0.036683786
KOPSI200,2017-05-12,-0.005369172,-0.536917228
KOPSI200,2017-05-13,-0.005369172,-0.536917228
KOPSI200,2017-05-15,-0.003301541,-0.330154072
KOPSI200,2017-05-16,-0.000633629,-0.063362903
KOPSI200,2017-05-17,-0.001734143,-0.17341426
KOPSI200,2017-05-18,-0.004635497,-0.463549657
KOPSI200,2017-05-19,-0.005936104,-0.593610351
KOPSI200,2017-05-20,-0.005936104,-0.593610351
KOPSI200,2017-05-22,0,0
KOPSI200,2017-05-23,0,0
KOPSI200,2017-05-24,0,0
KOPSI200,2017-05-25,0,0
KOPSI200,2017-05-26,0,0
KOPSI200,2017-05-27,0,0
KOPSI200,2017-05-29,-0.001433412,-0.143341152
KOPSI200,2017-05-30,-0.007720876,-0.772087568
KOPSI200,2017-05-31,-0.007460255,-0.746025541
KOPSI200,2017-06-01,-0.009545218,-0.954521762
KOPSI200,2017-06-02,0,0
KOPSI200,2017-06-03,0,0
KOPSI200,2017-06-05,-0.001624273,-0.162427314
KOPSI200,2017-06-06,-0.001624273,-0.162427314
KOPSI200,2017-06-07,-0.006984374,-0.698437449
KOPSI200,2017-06-08,-0.005132703,-0.513270312
KOPSI200,2017-06-09,0,0
KOPSI200,2017-06-10,0,0
KOPSI200,2017-06-12,-0.010149331,-1.014933092
KOPSI200,2017-06-13,-0.004395889,-0.439588855
KOPSI200,2017-06-14,-0.004622148,-0.462214752
KOPSI200,2017-06-15,-0.008694809,-0.869480897
KOPSI200,2017-06-16,-0.008371582,-0.837158187
KOPSI200,2017-06-17,-0.008371582,-0.837158187
KOPSI200,2017-06-19,-0.002488849,-0.248884867
KOPSI200,2017-06-20,-0.000226259,-0.022625897
KOPSI200,2017-06-21,-0.006012024,-0.601202405
KOPSI200,2017-06-22,0,0
KOPSI200,2017-06-23,0,0
KOPSI200,2017-06-24,0,0
KOPSI200,2017-06-26,0,0
KOPSI200,2017-06-27,0,0
KOPSI200,2017-06-28,-0.004100987,-0.41009868
KOPSI200,2017-06-29,0,0
KOPSI200,2017-06-30,-0.002559509,-0.255950857
KOPSI200,2017-07-01,-0.002559509,-0.255950857
KOPSI200,2017-07-03,-0.000543896,-0.054389557
KOPSI200,2017-07-04,-0.00671871,-0.671871001
KOPSI200,2017-07-05,-0.002527515,-0.252751472
KOPSI200,2017-07-06,-0.002015613,-0.2015613
KOPSI200,2017-07-07,-0.006078833,-0.607883286
KOPSI200,2017-07-08,-0.006078833,-0.607883286
KOPSI200,2017-07-10,-0.003519324,-0.351932429
KOPSI200,2017-07-11,0,0
KOPSI200,2017-07-12,-3.19E-05,-0.003188877
KOPSI200,2017-07-13,0,0
KOPSI200,2017-07-14,0,0
KOPSI200,2017-07-15,0,0
KOPSI200,2017-07-17,0,0
KOPSI200,2017-07-18,0,0
KOPSI200,2017-07-19,0,0
KOPSI200,2017-07-20,0,0
KOPSI200,2017-07-21,0,0
KOPSI200,2017-07-22,0,0
KOPSI200,2017-07-24,0,0
KOPSI200,2017-07-25,-0.005776218,-0.577621813
KOPSI200,2017-07-26,-0.007919009,-0.791900873
KOPSI200,2017-07-27,-0.00465824,-0.465824043
KOPSI200,2017-07-28,-0.02447129,-2.447128971
KOPSI200,2017-07-29,-0.02447129,-2.447128971
KOPSI200,2017-07-31,-0.023011708,-2.301170771
KOPSI200,2017-08-01,-0.015434303,-1.543430328
KOPSI200,2017-08-02,-0.013415732,-1.341573243
KOPSI200,2017-08-03,-0.030185398,-3.018539797
KOPSI200,2017-08-04,-0.02655197,-2.655197044
KOPSI200,2017-08-05,-0.02655197,-2.655197044
KOPSI200,2017-08-07,-0.024999224,-2.499922363
KOPSI200,2017-08-08,-0.0267383,-2.673830005
KOPSI200,2017-08-09,-0.038787615,-3.878761529
KOPSI200,2017-08-10,-0.042358933,-4.235893295
KOPSI200,2017-08-11,-0.059904972,-5.99049719
KOPSI200,2017-08-12,-0.059904972,-5.99049719
KOPSI200,2017-08-14,-0.053041831,-5.3041831
KOPSI200,2017-08-15,-0.053041831,-5.3041831
KOPSI200,2017-08-16,-0.04611658,-4.611658023
KOPSI200,2017-08-17,-0.040340362,-4.03403621
KOPSI200,2017-08-18,-0.042296823,-4.229682308
KOPSI200,2017-08-19,-0.042296823,-4.229682308
KOPSI200,2017-08-21,-0.043073196,-4.307319648
KOPSI200,2017-08-22,-0.039346604,-3.934660414
KOPSI200,2017-08-23,-0.038197572,-3.81975715
KOPSI200,2017-08-24,-0.035029968,-3.502996801
KOPSI200,2017-08-25,-0.033539331,-3.353933108
KOPSI200,2017-08-26,-0.033539331,-3.353933108
KOPSI200,2017-08-28,-0.03875656,-3.875656036
KOPSI200,2017-08-29,-0.04152045,-4.152044968
KOPSI200,2017-08-30,-0.038383901,-3.838390112
KOPSI200,2017-08-31,-0.042638427,-4.263842738
KOPSI200,2017-09-01,-0.044191174,-4.419117419
KOPSI200,2017-09-02,-0.044191174,-4.419117419
KOPSI200,2017-09-04,-0.055339896,-5.533989628
KOPSI200,2017-09-05,-0.05574361,-5.574361045
KOPSI200,2017-09-06,-0.058476445,-5.847644483
KOPSI200,2017-09-07,-0.046706624,-4.670662402
KOPSI200,2017-09-08,-0.045278097,-4.527809695
KOPSI200,2017-09-09,-0.045278097,-4.527809695
KOPSI200,2017-09-11,-0.037824912,-3.782491227
KOPSI200,2017-09-12,-0.035992671,-3.599267104
KOPSI200,2017-09-13,-0.037296978,-3.729697835
KOPSI200,2017-09-14,-0.029471134,-2.947113444
KOPSI200,2017-09-15,-0.025837707,-2.58377069
KOPSI200,2017-09-16,-0.025837707,-2.58377069
KOPSI200,2017-09-18,-0.00956492,-0.956492034
KOPSI200,2017-09-19,-0.010869228,-1.086922766
KOPSI200,2017-09-20,-0.010962392,-1.096239247
KOPSI200,2017-09-21,-0.011676656,-1.1676656
KOPSI200,2017-09-22,-0.016459116,-1.645911618
KOPSI200,2017-09-23,-0.016459116,-1.645911618
KOPSI200,2017-09-25,-0.017421819,-1.74218192
KOPSI200,2017-09-26,-0.023974411,-2.397441073
KOPSI200,2017-09-27,-0.025433993,-2.543399273
KOPSI200,2017-09-28,-0.025340828,-2.534082792
KOPSI200,2017-09-29,-0.017825533,-1.782553337
KOPSI200,2017-09-30,-0.017825533,-1.782553337
KOPSI200,2017-10-02,-0.017825533,-1.782553337
KOPSI200,2017-10-03,-0.017825533,-1.782553337
KOPSI200,2017-10-04,-0.017825533,-1.782553337
KOPSI200,2017-10-05,-0.017825533,-1.782553337
KOPSI200,2017-10-06,-0.017825533,-1.782553337
KOPSI200,2017-10-07,-0.017825533,-1.782553337
KOPSI200,2017-10-09,-0.017825533,-1.782553337
KOPSI200,2017-10-10,0,0
KOPSI200,2017-10-11,0,0
KOPSI200,2017-10-12,0,0
KOPSI200,2017-10-13,-0.002316296,-0.231629636
KOPSI200,2017-10-14,-0.002316296,-0.231629636
KOPSI200,2017-10-16,-0.00088385,-0.088384993
KOPSI200,2017-10-17,0,0
KOPSI200,2017-10-18,-0.000334845,-0.033484521
KOPSI200,2017-10-19,-0.006209857,-0.620985663
KOPSI200,2017-10-20,0,0
KOPSI200,2017-10-21,0,0
KOPSI200,2017-10-23,0,0
KOPSI200,2017-10-24,-0.001487327,-0.148732736
KOPSI200,2017-10-25,-0.000424951,-0.042495068
KOPSI200,2017-10-26,-0.00746699,-0.746699044
KOPSI200,2017-10-27,-0.00066778,-0.066777963
KOPSI200,2017-10-28,-0.00066778,-0.066777963
KOPSI200,2017-10-30,0,0
KOPSI200,2017-10-31,0,0
KOPSI200,2017-11-01,0,0
KOPSI200,2017-11-02,-0.003630889,-0.363088913
KOPSI200,2017-11-03,0,0
KOPSI200,2017-11-04,0,0
KOPSI200,2017-11-06,-0.004220406,-0.422040551
KOPSI200,2017-11-07,-0.006109258,-0.610925833
KOPSI200,2017-11-08,-0.003039873,-0.30398725
KOPSI200,2017-11-09,-0.004987752,-0.498775197
KOPSI200,2017-11-10,-0.008470324,-0.847032435
KOPSI200,2017-11-11,-0.008470324,-0.847032435
KOPSI200,2017-11-13,-0.013280996,-1.328099637
KOPSI200,2017-11-14,-0.015376442,-1.537644246
KOPSI200,2017-11-15,-0.019655875,-1.965587463
KOPSI200,2017-11-16,-0.01171679,-1.171679013
KOPSI200,2017-11-17,-0.013723696,-1.372369625
KOPSI200,2017-11-18,-0.013723696,-1.372369625
KOPSI200,2017-11-20,-0.017442375,-1.744237523
KOPSI200,2017-11-21,-0.015701089,-1.570108904
KOPSI200,2017-11-22,-0.009857451,-0.985745064
KOPSI200,2017-11-23,-0.012661217,-1.266121654
KOPSI200,2017-11-24,-0.010005017,-1.000501727
KOPSI200,2017-11-25,-0.010005017,-1.000501727
KOPSI200,2017-11-27,-0.027447392,-2.74473925
KOPSI200,2017-11-28,-0.023138447,-2.313844701
KOPSI200,2017-11-29,-0.02405336,-2.405336009
KOPSI200,2017-11-30,-0.040079096,-4.007909571
KOPSI200,2017-12-01,-0.041466222,-4.1466222
KOPSI200,2017-12-02,-0.041466222,-4.1466222
KOPSI200,2017-12-04,-0.029690405,-2.969040522
KOPSI200,2017-12-05,-0.027211286,-2.72112859
KOPSI200,2017-12-06,-0.042233568,-4.223356846
KOPSI200,2017-12-07,-0.044978308,-4.497830771
KOPSI200,2017-12-08,-0.041761355,-4.176135525
KOPSI200,2017-12-09,-0.041761355,-4.176135525
KOPSI200,2017-12-11,-0.040551309,-4.055130892
KOPSI200,2017-12-12,-0.043561668,-4.356166809
KOPSI200,2017-12-13,-0.037334356,-3.733435646
KOPSI200,2017-12-14,-0.041584275,-4.15842753
KOPSI200,2017-12-15,-0.03718679,-3.718678984
KOPSI200,2017-12-16,-0.03718679,-3.718678984
KOPSI200,2017-12-18,-0.036094797,-3.60947968
KOPSI200,2017-12-19,-0.035622584,-3.56225836
KOPSI200,2017-12-20,-0.038485376,-3.848537615
KOPSI200,2017-12-21,-0.056399965,-5.639996458
KOPSI200,2017-12-22,-0.052002479,-5.200247912
KOPSI200,2017-12-23,-0.052002479,-5.200247912
KOPSI200,2017-12-25,-0.052002479,-5.200247912
KOPSI200,2017-12-26,-0.058849571,-5.884957058
KOPSI200,2017-12-27,-0.054835758,-5.483575834
KOPSI200,2017-12-28,-0.041584275,-4.15842753
KOPSI200,2017-12-29,-0.041584275,-4.15842753
